Comentario_Procesado,Criterio,Polaridad
  adecuada  creacion  dos usuario    autenticacion puede realizarse   simple caso  uso  existe  autenticacion   codigo  registro  parte  empleado    requerimiento,Funcionamiento,-1
 caratula   errores ortograficos,Documento,1
  estructura  falta llevar  mejor orden    actor  mas,Estructura,-1
 include  extends estan mal direccionados,Procedimiento,-1
 cu  estan bien direccionados usan mal  cu vasados   requerimientos dados,Funcionamiento,-1
  ningun error ortografico      pide  documentacion,Documento,1
  estructura  codigos estan  desorden mal aplicacion   flecha  herencia,Estructura,-1
mal aplicado  sentido   flechas   herencias,Procedimiento,-1
demuestra   requerimientos  demuestra funcionalidad,Funcionamiento,1
 caratula  encuentra bien estructurado,Documento,1
 herencia   usuario  autenticado  empleado   cliente   especificado   enunciado   empleado   gerente  necesitan loguearse,Estructura,-1
 encuentre bien estructurado  cada caso  uso  unico    bien especificado   herencia  gerente   empleado,Procedimiento,1
 funcionamiento  cada caso  uso  encuentra bien    unico   inconcluso   herencia   usuario  autenticado   gerente,Funcionamiento,0
 caratula  completa   enunciado  errores,Documento,1
 estructura contiene  elementos principales  puede apreciar claramente   quiere transmitir   sintaxis  correcta    codigo  caso  uso,Estructura,0
 realiza  bucle     sentido introducir alquiler  tambien  observa  indebida aplicacion  extend dentro  mismo bucle     pudo optar   include,Procedimiento,-1
  encuentran   requerimientos  caso  estudio asi  tambien   observa  correcta funcionalidad,Funcionamiento,-1
  buena presentacion dentro   caratula  asi mismo  encuentra libre  errores dentro  contenido,Documento,1
 estructura  incompleta  contiene codigos  caso  uso mal uso   include  extend mal uso  sentido   flechas,Estructura,-1
 contiene  procesos aplicando correctamente  include  extend,Procedimiento,-1
  funcionamiento   aplicado correctamente,Funcionamiento,-1
 caratula cumple    parametros requeridos   presentacion  trabajo   documento cuenta   enunciado   requerimientos  describe  ejecucion  trabajo  existen errores ortograficos,Documento,1
 existen codigos  casos  uso      orden si  aplica herencia  diagrama parece ser incompleto  observan islas,Estructura,-1
  puede observar  aplicacion secuencial   casos  uso  general  solucion  pocos procesos     secuencia logica,Procedimiento,-1
   requerimientos   representan   diagrama  existe  funcionalidad incorrecta     requerimientos,Funcionamiento,-1
 caratula cuenta    requerido   enunciado  comprensible   errores ortograficos,Documento,1
 diagrama cuenta    elementos    sintaxis  casos  usos   codigo   diagrama  eta ordenado,Estructura,0
 diagrama cuenta  pocos procesos     secuencia logica,Procedimiento,-1
 funcionalidad  diagrama  muestra  requerido   usuario   mayoria   partes,Funcionamiento,-1
 caratula  completa   enunciado  bien detallado  errores ortograficos,Documento,1
 contiene codigo  casos  uso falta comunicacion  casos  usos presentando dificultad   entendimiento  diagrama,Estructura,-1
 contiene  secuencia logica precisa    entendible,Procedimiento,-1
 caso  uso    correcto funcionamiento  base   requerimientos,Funcionamiento,-1
 documento si cumple  todas  indicaciones previas correspondientes,Documento,1
  corresponde  cliente hace falta consultar reserva  cancelar reserva   cuanto  empleado hace falta registrar  contrato primero  despues introducir  codigo   reserva  dicho contrato,Estructura,-1
faltan secuencias  acciones    cliente    empleado,Procedimiento,-1
debido   errores   estructura  procedimiento hace   caso  uso   tan optimo,Funcionamiento,-1
  partes solicitadas  evaluar consta    requerido,Documento,1
 estructura  documento  visualiza correctamente tambien cuenta   mayoria   elementos solicitados   cuenta  herencias   ciertos casos  uso   realizaron   sintaxis correcta,Estructura,0
 existen herencias  relacion   casos  uso  estan correctamente disenados  existe  orden  contiene errores  comunicacion existen casos  uso  aislados   aplicacion   include    correcta   casos  uso  cancelar reserva  validar usuario  ademas   haber ninguna relacion  incluye mas casos  uso  consultar reserva  existe concordancia,Procedimiento,-1
 existir tantos errores   procedimientos  notorio   pocos  casos  uso   buen funcionamiento,Funcionamiento,-1
si contiene   parametros requeridos    portada    enunciado,Documento,1
   orden  casos  uso     relacion adecuada,Estructura,-1
   utilizado correctamente herencia   caso  estudio   redundancia     utilizado bien  extends,Procedimiento,-1
 cumple    requerimientos solicitados    llega   funcionalidad requerida,Funcionamiento,-1
 caratula   enunciado si cumplen  requerido   documento  errores ortograficos  tema  trabajo    correcto,Documento,1
 caso  uso   encuentra bien estructurado  cuenta   codigo   objetos,Estructura,-1
si existen procesos  secuencia logica    pocos entendibles  incluir extend,Procedimiento,0
existen funcionalidades  varios errores  actor cliente  cuenta  todas  funcionalidades solicitadas   caso  estudio,Funcionamiento,-1
 mal descrito  nombre   tarea   presenta   documento  consta  menos   errores ortograficos   enunciado,Documento,-1
  visualiza facilmente  estructura  sistema  usa objetos  salen    existen islas   usuarios herencia mal aplicada segun  requerimientos  existen codigos   casos  uso     estan ordenados   pocos elementos,Estructura,-1
 solucion presenta pocos procesos     ve incompleto   secuencia logica ademas   menciono anteriormente   bien aplicado  uso   herencia basandose   requerimientos,Procedimiento,-1
 solucion presenta  funcionalidad incorrecta    requerimientos descritos debido      incluye   descritos   caso  estudio   existe interaccion   objetos   casos  uso,Funcionamiento,-1
 documento consta  toda  informacion necesaria   caratula   enunciado  describe  requerimientos  errores ortograficos,Documento,1
consta   elementos necesarios  verbos estan  infinitivo uso correcto   flechas  include  extend  herencia  diagrama consta   islas  casos  uso   ejecutan  solitario  ningun vinculo  entendimiento  diagrama  casi nulo aunque cuente   elementos necesarios   cuenta  codigos  casos  uso usa multiples objetos   casos  uso   ninguna asociacion     estructura   visualiza facilmente  contiene pocos elementos  sintaxis  correcta    ordenada,Estructura,0
ningun include  extend  aplicado  forma correcta  secuencia logica  nula  igual   entendimiento  diagrama  casos  uso  estan vinculados   relacion alguna,Procedimiento,-1
 diagrama  incluye ningun requerimiento  caso  estudio  manera correcta  caso  uso  demuestran ninguna funcionalidad  si    objeto  mismo,Funcionamiento,-1
 caratula   errores ortograficos,Documento,1
 falta  elementos   codigo   casos  uso  comunicacion   mayoria   casos  uso  incorrecta   ordenado,Estructura,-1
 mayoria   procesos   secuencia logica utilizan objetos diferentes  incorrectos  aplicacion  include  extend  incorrecta,Procedimiento,-1
 mayoria   procesos  funcionalidad incorrecta   cumple   requerimientos,Funcionamiento,-1
  ningun error ortografico      pide  documentacion,Documento,1
 mal aplicado  uso  extend   crea  bucle  caso  uso   codigo  genera islas,Estructura,-1
aplica mal  uso  extend  utiliza    include,Procedimiento,-1
funcionalidad  forma incorrecta,Funcionamiento,-1
 caratula contiene errores ortograficos,Documento,-1
 estructura  visualiza correctamente  posee  sintaxis correcta     orden  codigo,Estructura,0
solo    procesos   secuencia logica,Procedimiento,0
solo contiene  funcionalidad correcta     requerimientos solicitados,Funcionamiento,0
 caratula contiene errores ortograficos,Documento,-1
 contiene codigos  caso  uso      puede apreciar  orden,Estructura,-1
 gerente  realiza ningun informe,Procedimiento,-1
 cumple   requerimiento     gerente realiza diversas consultas  informes,Funcionamiento,-1
excelente presentacion   caratula contiene   elementos requeridos,Documento,1
falto ubicar  codigo  orden  cada caso  uso  si presenta  debido orden,Estructura,0
 casos  uso  presenta  correcta secuencia logica  ejemplo  caso  uso acceder sistema  cancelar reserva  presenta logica alguna,Procedimiento,-1
 diagrama  caso  uso  presenta  correcta funcionabilidad debido   falta  correctas interacciones ciertos requerimientos  caso uso   cumplen  manera correcta,Funcionamiento,-1
 caratula  errores ortograficos,Documento,-1
 estructura  visualiza    dificultad debido    estan ordenados  casos  uso si posee  elementos necesarios     correcta sintaxis debido  sentido   flechas  aplicar include  extend,Estructura,0
 solucion si posee procesos  secuencia logica   aplicar  include  extend   casos  uso  demuestran  aplicacion logica  secuencial,Procedimiento,0
 solucion si posee cumple   mayoria   requerimientos   demuestra funcionalidad   casos  uso debido      correcta interaccion   objetos,Funcionamiento,0
 caratula   descripcion   requerimientos  correcta    casos  usos  detectaron pocos errores ortograficos ademas falto adicionar  tema   tarea,Documento,0
 estructura  bien  cuesta  poquito seguir  lineas  comunicacion contiene correctamente  actores  hace falta  ordenamiento   casos  usos   respectivos codigos  acuerdo   prioridad  cada ,Estructura,0
 correctamente aplicado  uso  extends  includes    aplicado mal  herencia dandole funcionalidades   respectan  empleado  heredar funciones  cliente asi mismo  gerente  cuanto  secuencia logica  regular,Procedimiento,0
 funcionamiento   correcto   existen casos  redundan   misma funcionalidad   manejan bien  objetos     momento  abstraer datos  podran obtener   requieren  debe ser puntual     pide   requerimientos  manejar cada tipo  vehiculo   objeto diferente  debian ser generalizados,Funcionamiento,-1
 caratula   errores ortograficos,Documento,1
falta  codigo   casos  uso,Estructura,-1
sigue  secuencia logica  caso  uso aplicando include extend  herencia  forma correcta   falta  codigo  dificulta seguir  secuencia,Procedimiento,0
cumple   mayoria   requerimientos    buena interaccion  casos  uso,Funcionamiento,1
 trabajo  consta   tema     va  realizar,Documento,-1
 trabajo  consta   enumeracion   casos  uso   posee  orden,Estructura,-1
 trabajo posee  mayoria  procesos   secuencia logica   puede disminuir  casos  uso   estan incluidos  ,Procedimiento,0
 trabajo posee  mayoria   requerimientos,Funcionamiento,1
consta  casi   requerido  excepcion   caratula  mismo,Documento,1
 sintaxis   ordenada   puede visualizar  forma facil tampoco posee  codigos   casos  uso,Estructura,-1
 existe  aplicacion logica  secuencial   asociacion  actores  casos  usos  forma correcta,Procedimiento,-1
 posee  requerimientos necesarios   funcionamiento efectivo  sistema  funcionalidad  general  pobre  presenta inconvenientes   interaccion   objetos,Funcionamiento,-1
 caratula  trabajo consta  mayoria   parametros solicitados     encuentran  nombre   facultad  carrera   materia menos  tema  trabajo  enunciado describe  requerimientos  ningun error ortografico,Documento,1
 estructura contiene   elementos solicitados  sintaxis  generalmente correcta    verbos estan  infinitivo  combina  forma correcta  verbo   objeto  comunicacion  actores  casos  uso asi   casos  uso   casos  uso  correcta aplicando  forma correcta include extends  herencia  existen islas    toma  sistemas   actor  unico error   sintaxis   falta  codigo   casos  uso  estructura   ordenada     codigos  cada caso  uso  lineas  conexion representan  asociacion adecuada   actor   casos  uso asi   casos  uso,Estructura,0
 solucion contiene  aplicacion  include  extend  forma correcta  herencia  actores    realizado   forma correcta segun  analisis   requerimientos solo podria haber herencia   actores  solucion cuenta   aplicacion logica  secuencial   asociacion  actores  casos  usos  embargo  dos casos  particular  puede juntar dos casos  uso   solo disminuyendo  complejidad  diagrama  ahorrando casos  uso,Procedimiento,0
 solucion cumple  hacer funcionales     requerimientos representados   varios casos  uso exceptuando  dos errores mas graves   casos  uso realizar altavehiculo  realizar bajavehiculo  cuales  pueden unir   solo  actualizarflota asi   redundancia   casos  uso registrarcontrato  generarcontrato,Funcionamiento,0
