"Texto_Completo","Polaridad"
"Estructura:  falta codigo   casos  uso  comunicacion   casos  uso  incorrecta   ordenado",-1
"Procedimiento:  mayoria   procesos   secuencia logica utilizan objetos diferentes  aplicacion  extend  incorrecta",-1
"Funcionamiento:  cumple    requerimientos   mayoria   procesos  funcionalidad incorrecta",-1
"Documento:   encontrados errores ortografico   caratula cumplia    requerimientos",1
"Estructura:  diagrama  encuentra correctamente realizado  aplicacion  include  extend  correcta",1
"Procedimiento:  parece inadecuada  herencia   gerente   usuario  identificado    enunciado   requiere",-1
"Funcionamiento:   adecuada  creacion  dos usuario    autenticacion puede realizarse   simple caso  uso  existe  autenticacion   codigo  registro  parte  empleado    requerimiento",-1
"Documento:  caratula   errores ortograficos",1
"Estructura:   estructura  falta llevar  mejor orden    actor  mas",-1
"Procedimiento:  include  extends estan mal direccionados",-1
"Funcionamiento:  cu  estan bien direccionados usan mal  cu vasados   requerimientos dados",-1
"Documento:   ningun error ortografico      pide  documentacion",1
"Estructura:   estructura  codigos estan  desorden mal aplicacion   flecha  herencia",-1
"Procedimiento: mal aplicado  sentido   flechas   herencias",-1
"Funcionamiento: demuestra   requerimientos  demuestra funcionalidad",1
"Documento:  caratula  encuentra bien estructurado",1
"Estructura:  herencia   usuario  autenticado  empleado   cliente   especificado   enunciado   empleado   gerente  necesitan loguearse",-1
"Procedimiento:  encuentre bien estructurado  cada caso  uso  unico    bien especificado   herencia  gerente   empleado",1
"Funcionamiento:  funcionamiento  cada caso  uso  encuentra bien    unico   inconcluso   herencia   usuario  autenticado   gerente",0
"Documento:  caratula  completa   enunciado  errores",1
"Estructura:  estructura contiene  elementos principales  puede apreciar claramente   quiere transmitir   sintaxis  correcta    codigo  caso  uso",0
"Procedimiento:  realiza  bucle     sentido introducir alquiler  tambien  observa  indebida aplicacion  extend dentro  mismo bucle     pudo optar   include",-1
"Funcionamiento:   encuentran   requerimientos  caso  estudio asi  tambien   observa  correcta funcionalidad",-1
"Documento:   buena presentacion dentro   caratula  asi mismo  encuentra libre  errores dentro  contenido",1
"Estructura:  estructura  incompleta  contiene codigos  caso  uso mal uso   include  extend mal uso  sentido   flechas",-1
"Procedimiento:  contiene  procesos aplicando correctamente  include  extend",-1
"Funcionamiento:   funcionamiento   aplicado correctamente",-1
"Documento:  caratula cumple    parametros requeridos   presentacion  trabajo   documento cuenta   enunciado   requerimientos  describe  ejecucion  trabajo  existen errores ortograficos",1
"Estructura:  existen codigos  casos  uso      orden si  aplica herencia  diagrama parece ser incompleto  observan islas",-1
"Procedimiento:   puede observar  aplicacion secuencial   casos  uso  general  solucion  pocos procesos     secuencia logica",-1
"Funcionamiento:    requerimientos   representan   diagrama  existe  funcionalidad incorrecta     requerimientos",-1
"Documento:  caratula cuenta    requerido   enunciado  comprensible   errores ortograficos",1
"Estructura:  diagrama cuenta    elementos    sintaxis  casos  usos   codigo   diagrama  eta ordenado",0
"Procedimiento:  diagrama cuenta  pocos procesos     secuencia logica",-1
"Funcionamiento:  funcionalidad  diagrama  muestra  requerido   usuario   mayoria   partes",-1
"Documento:  caratula  completa   enunciado  bien detallado  errores ortograficos",1
"Estructura:  contiene codigo  casos  uso falta comunicacion  casos  usos presentando dificultad   entendimiento  diagrama",-1
"Procedimiento:  contiene  secuencia logica precisa    entendible",-1
"Funcionamiento:  caso  uso    correcto funcionamiento  base   requerimientos",-1
"Documento:  documento si cumple  todas  indicaciones previas correspondientes",1
"Estructura:   corresponde  cliente hace falta consultar reserva  cancelar reserva   cuanto  empleado hace falta registrar  contrato primero  despues introducir  codigo   reserva  dicho contrato",-1
"Procedimiento: faltan secuencias  acciones    cliente    empleado",-1
"Funcionamiento: debido   errores   estructura  procedimiento hace   caso  uso   tan optimo",-1
"Documento:   partes solicitadas  evaluar consta    requerido",1
"Estructura:  estructura  documento  visualiza correctamente tambien cuenta   mayoria   elementos solicitados   cuenta  herencias   ciertos casos  uso   realizaron   sintaxis correcta",0
"Procedimiento:  existen herencias  relacion   casos  uso  estan correctamente disenados  existe  orden  contiene errores  comunicacion existen casos  uso  aislados   aplicacion   include    correcta   casos  uso  cancelar reserva  validar usuario  ademas   haber ninguna relacion  incluye mas casos  uso  consultar reserva  existe concordancia",-1
"Funcionamiento:  existir tantos errores   procedimientos  notorio   pocos  casos  uso   buen funcionamiento",-1
"Documento: si contiene   parametros requeridos    portada    enunciado",1
"Estructura:    orden  casos  uso     relacion adecuada",-1
"Procedimiento:    utilizado correctamente herencia   caso  estudio   redundancia     utilizado bien  extends",-1
"Funcionamiento:  cumple    requerimientos solicitados    llega   funcionalidad requerida",-1
"Documento:  caratula   enunciado si cumplen  requerido   documento  errores ortograficos  tema  trabajo    correcto",1
"Estructura:  caso  uso   encuentra bien estructurado  cuenta   codigo   objetos",-1
"Procedimiento: si existen procesos  secuencia logica    pocos entendibles  incluir extend",0
"Funcionamiento: existen funcionalidades  varios errores  actor cliente  cuenta  todas  funcionalidades solicitadas   caso  estudio",-1
"Documento:  mal descrito  nombre   tarea   presenta   documento  consta  menos   errores ortograficos   enunciado",-1
"Estructura:   visualiza facilmente  estructura  sistema  usa objetos  salen    existen islas   usuarios herencia mal aplicada segun  requerimientos  existen codigos   casos  uso     estan ordenados   pocos elementos",-1
"Procedimiento:  solucion presenta pocos procesos     ve incompleto   secuencia logica ademas   menciono anteriormente   bien aplicado  uso   herencia basandose   requerimientos",-1
"Funcionamiento:  solucion presenta  funcionalidad incorrecta    requerimientos descritos debido      incluye   descritos   caso  estudio   existe interaccion   objetos   casos  uso",-1
"Documento:  documento consta  toda  informacion necesaria   caratula   enunciado  describe  requerimientos  errores ortograficos",1
"Estructura: consta   elementos necesarios  verbos estan  infinitivo uso correcto   flechas  include  extend  herencia  diagrama consta   islas  casos  uso   ejecutan  solitario  ningun vinculo  entendimiento  diagrama  casi nulo aunque cuente   elementos necesarios   cuenta  codigos  casos  uso usa multiples objetos   casos  uso   ninguna asociacion     estructura   visualiza facilmente  contiene pocos elementos  sintaxis  correcta    ordenada",0
"Procedimiento: ningun include  extend  aplicado  forma correcta  secuencia logica  nula  igual   entendimiento  diagrama  casos  uso  estan vinculados   relacion alguna",-1
"Funcionamiento:  diagrama  incluye ningun requerimiento  caso  estudio  manera correcta  caso  uso  demuestran ninguna funcionalidad  si    objeto  mismo",-1
"Documento:  caratula   errores ortograficos",1
"Estructura:  falta  elementos   codigo   casos  uso  comunicacion   mayoria   casos  uso  incorrecta   ordenado",-1
"Procedimiento:  mayoria   procesos   secuencia logica utilizan objetos diferentes  incorrectos  aplicacion  include  extend  incorrecta",-1
"Funcionamiento:  mayoria   procesos  funcionalidad incorrecta   cumple   requerimientos",-1
"Documento:   ningun error ortografico      pide  documentacion",1
"Estructura:  mal aplicado  uso  extend   crea  bucle  caso  uso   codigo  genera islas",-1
"Procedimiento: aplica mal  uso  extend  utiliza    include",-1
"Funcionamiento: funcionalidad  forma incorrecta",-1
"Documento:  caratula contiene errores ortograficos",-1
"Estructura:  estructura  visualiza correctamente  posee  sintaxis correcta     orden  codigo",0
"Procedimiento: solo    procesos   secuencia logica",0
"Funcionamiento: solo contiene  funcionalidad correcta     requerimientos solicitados",0
"Documento:  caratula contiene errores ortograficos",-1
"Estructura:  contiene codigos  caso  uso      puede apreciar  orden",-1
"Procedimiento:  gerente  realiza ningun informe",-1
"Funcionamiento:  cumple   requerimiento     gerente realiza diversas consultas  informes",-1
"Documento: excelente presentacion   caratula contiene   elementos requeridos",1
"Estructura: falto ubicar  codigo  orden  cada caso  uso  si presenta  debido orden",0
"Procedimiento:  casos  uso  presenta  correcta secuencia logica  ejemplo  caso  uso acceder sistema  cancelar reserva  presenta logica alguna",-1
"Funcionamiento:  diagrama  caso  uso  presenta  correcta funcionabilidad debido   falta  correctas interacciones ciertos requerimientos  caso uso   cumplen  manera correcta",-1
"Documento:  caratula  errores ortograficos",-1
"Estructura:  estructura  visualiza    dificultad debido    estan ordenados  casos  uso si posee  elementos necesarios     correcta sintaxis debido  sentido   flechas  aplicar include  extend",0
"Procedimiento:  solucion si posee procesos  secuencia logica   aplicar  include  extend   casos  uso  demuestran  aplicacion logica  secuencial",0
"Funcionamiento:  solucion si posee cumple   mayoria   requerimientos   demuestra funcionalidad   casos  uso debido      correcta interaccion   objetos",0
"Documento:  caratula   descripcion   requerimientos  correcta    casos  usos  detectaron pocos errores ortograficos ademas falto adicionar  tema   tarea",0
"Estructura:  estructura  bien  cuesta  poquito seguir  lineas  comunicacion contiene correctamente  actores  hace falta  ordenamiento   casos  usos   respectivos codigos  acuerdo   prioridad  cada ",0
"Procedimiento:  correctamente aplicado  uso  extends  includes    aplicado mal  herencia dandole funcionalidades   respectan  empleado  heredar funciones  cliente asi mismo  gerente  cuanto  secuencia logica  regular",0
"Funcionamiento:  funcionamiento   correcto   existen casos  redundan   misma funcionalidad   manejan bien  objetos     momento  abstraer datos  podran obtener   requieren  debe ser puntual     pide   requerimientos  manejar cada tipo  vehiculo   objeto diferente  debian ser generalizados",-1
"Documento:  caratula   errores ortograficos",1
"Estructura: falta  codigo   casos  uso",-1
"Procedimiento: sigue  secuencia logica  caso  uso aplicando include extend  herencia  forma correcta   falta  codigo  dificulta seguir  secuencia",0
"Funcionamiento: cumple   mayoria   requerimientos    buena interaccion  casos  uso",1
"Documento:  trabajo  consta   tema     va  realizar",-1
"Estructura:  trabajo  consta   enumeracion   casos  uso   posee  orden",-1
"Procedimiento:  trabajo posee  mayoria  procesos   secuencia logica   puede disminuir  casos  uso   estan incluidos  ",0
"Funcionamiento:  trabajo posee  mayoria   requerimientos",1
"Documento: consta  casi   requerido  excepcion   caratula  mismo",1
"Estructura:  sintaxis   ordenada   puede visualizar  forma facil tampoco posee  codigos   casos  uso",-1
"Procedimiento:  existe  aplicacion logica  secuencial   asociacion  actores  casos  usos  forma correcta",-1
